"Africa/Abidjan",0.00
"Africa/Accra",0.00
"Africa/Addis_Ababa",3.00
"Africa/Algiers",1.00
"Africa/Asmara",3.00
"Africa/Asmera",3.00
"Africa/Bamako",0.00
"Africa/Bangui",1.00
"Africa/Banjul",0.00
"Africa/Bissau",0.00
"Africa/Blantyre",2.00
"Africa/Brazzaville",1.00
"Africa/Bujumbura",2.00
"Africa/Cairo",2.00
"Africa/Casablanca",1.00
"Africa/Ceuta",2.00
"Africa/Conakry",0.00
"Africa/Dakar",0.00
"Africa/Dar_es_Salaam",3.00
"Africa/Djibouti",3.00
"Africa/Douala",1.00
"Africa/El_Aaiun",1.00
"Africa/Freetown",0.00
"Africa/Gaborone",2.00
"Africa/Harare",2.00
"Africa/Johannesburg",2.00
"Africa/Juba",3.00
"Africa/Kampala",3.00
"Africa/Khartoum",3.00
"Africa/Kigali",2.00
"Africa/Kinshasa",1.00
"Africa/Lagos",1.00
"Africa/Libreville",1.00
"Africa/Lome",0.00
"Africa/Luanda",1.00
"Africa/Lubumbashi",2.00
"Africa/Lusaka",2.00
"Africa/Malabo",1.00
"Africa/Maputo",2.00
"Africa/Maseru",2.00
"Africa/Mbabane",2.00
"Africa/Mogadishu",3.00
"Africa/Monrovia",0.00
"Africa/Nairobi",3.00
"Africa/Ndjamena",1.00
"Africa/Niamey",1.00
"Africa/Nouakchott",0.00
"Africa/Ouagadougou",0.00
"Africa/Porto-Novo",1.00
"Africa/Sao_Tome",0.00
"Africa/Timbuktu",0.00
"Africa/Tripoli",2.00
"Africa/Tunis",1.00
"Africa/Windhoek",2.00
"America/Adak",-9.00
"America/Anchorage",-8.00
"America/Anguilla",-4.00
"America/Antigua",-4.00
"America/Araguaina",-3.00
"America/Argentina/Buenos_Aires",-3.00
"America/Argentina/Catamarca",-3.00
"America/Argentina/ComodRivadavia",-3.00
"America/Argentina/Cordoba",-3.00
"America/Argentina/Jujuy",-3.00
"America/Argentina/La_Rioja",-3.00
"America/Argentina/Mendoza",-3.00
"America/Argentina/Rio_Gallegos",-3.00
"America/Argentina/Salta",-3.00
"America/Argentina/San_Juan",-3.00
"America/Argentina/San_Luis",-3.00
"America/Argentina/Tucuman",-3.00
"America/Argentina/Ushuaia",-3.00
"America/Aruba",-4.00
"America/Asuncion",-4.00
"America/Atikokan",-5.00
"America/Atka",-9.00
"America/Bahia",-3.00
"America/Bahia_Banderas",-6.00
"America/Barbados",-4.00
"America/Belem",-3.00
"America/Belize",-6.00
"America/Blanc-Sablon",-4.00
"America/Boa_Vista",-4.00
"America/Bogota",-5.00
"America/Boise",-6.00
"America/Buenos_Aires",-3.00
"America/Cambridge_Bay",-6.00
"America/Campo_Grande",-4.00
"America/Cancun",-5.00
"America/Caracas",-4.50
"America/Catamarca",-3.00
"America/Cayenne",-3.00
"America/Cayman",-4.00
"America/Chicago",-5.00
"America/Chihuahua",-7.00
"America/Coral_Harbour",-5.00
"America/Cordoba",-3.00
"America/Costa_Rica",-6.00
"America/Creston",-7.00
"America/Cuiaba",-4.00
"America/Curacao",-4.00
"America/Danmarkshavn",0.00
"America/Dawson",-7.00
"America/Dawson_Creek",-7.00
"America/Denver",-6.00
"America/Detroit",-4.00
"America/Dominica",-4.00
"America/Edmonton",-6.00
"America/Eirunepe",-5.00
"America/El_Salvador",-6.00
"America/Ensenada",-7.00
"America/Fort_Nelson",-7.00
"America/Fort_Wayne",-4.00
"America/Fortaleza",-3.00
"America/Glace_Bay",-3.00
"America/Godthab",-2.00
"America/Goose_Bay",-3.00
"America/Grand_Turk",-4.00
"America/Grenada",-4.00
"America/Guadeloupe",-4.00
"America/Guatemala",-6.00
"America/Guayaquil",-5.00
"America/Guyana",-4.00
"America/Halifax",-3.00
"America/Havana",-4.00
"America/Hermosillo",-7.00
"America/Indiana/Indianapolis",-4.00
"America/Indiana/Knox",-5.00
"America/Indiana/Marengo",-4.00
"America/Indiana/Petersburg",-4.00
"America/Indiana/Tell_City",-5.00
"America/Indiana/Vevay",-4.00
"America/Indiana/Vincennes",-4.00
"America/Indiana/Winamac",-4.00
"America/Indianapolis",-4.00
"America/Inuvik",-6.00
"America/Iqaluit",-4.00
"America/Jamaica",-5.00
"America/Jujuy",-3.00
"America/Juneau",-8.00
"America/Kentucky/Louisville",-4.00
"America/Kentucky/Monticello",-4.00
"America/Knox_IN",-5.00
"America/Kralendijk",-4.00
"America/La_Paz",-4.00
"America/Lima",-5.00
"America/Los_Angeles",-7.00
"America/Louisville",-4.00
"America/Lower_Princes",-4.00
"America/Maceio",-3.00
"America/Managua",-6.00
"America/Manaus",-4.00
"America/Marigot",-4.00
"America/Martinique",-4.00
"America/Matamoros",-5.00
"America/Mazatlan",-7.00
"America/Mendoza",-3.00
"America/Menominee",-5.00
"America/Merida",-6.00
"America/Metlakatla",-8.00
"America/Mexico_City",-6.00
"America/Miquelon",-2.00
"America/Moncton",-3.00
"America/Monterrey",-6.00
"America/Montevideo",-3.00
"America/Montreal",-4.00
"America/Montserrat",-4.00
"America/Nassau",-4.00
"America/New_York",-4.00
"America/Nipigon",-4.00
"America/Nome",-8.00
"America/Noronha",-2.00
"America/North_Dakota/Beulah",-5.00
"America/North_Dakota/Center",-5.00
"America/North_Dakota/New_Salem",-5.00
"America/Ojinaga",-6.00
"America/Panama",-5.00
"America/Pangnirtung",-4.00
"America/Paramaribo",-3.00
"America/Phoenix",-7.00
"America/Port-au-Prince",-4.00
"America/Port_of_Spain",-4.00
"America/Porto_Acre",-5.00
"America/Porto_Velho",-4.00
"America/Puerto_Rico",-4.00
"America/Rainy_River",-5.00
"America/Rankin_Inlet",-5.00
"America/Recife",-3.00
"America/Regina",-6.00
"America/Resolute",-5.00
"America/Rio_Branco",-5.00
"America/Rosario",-3.00
"America/Santa_Isabel",-8.00
"America/Santarem",-3.00
"America/Santiago",-3.00
"America/Santo_Domingo",-4.00
"America/Sao_Paulo",-3.00
"America/Scoresbysund",0.00
"America/Shiprock",-6.00
"America/Sitka",-8.00
"America/St_Barthelemy",-4.00
"America/St_Johns",-2.50
"America/St_Kitts",-4.00
"America/St_Lucia",-4.00
"America/St_Thomas",-4.00
"America/St_Vincent",-4.00
"America/Swift_Current",-6.00
"America/Tegucigalpa",-6.00
"America/Thule",-3.00
"America/Thunder_Bay",-4.00
"America/Tijuana",-7.00
"America/Toronto",-4.00
"America/Tortola",-4.00
"America/Vancouver",-7.00
"America/Virgin",-4.00
"America/Whitehorse",-7.00
"America/Winnipeg",-5.00
"America/Yakutat",-8.00
"America/Yellowknife",-6.00
"Antarctica/Casey",8.00
"Antarctica/Davis",7.00
"Antarctica/DumontDUrville",10.00
"Antarctica/Macquarie",11.00
"Antarctica/Mawson",5.00
"Antarctica/McMurdo",13.00
"Antarctica/Palmer",-3.00
"Antarctica/Rothera",-3.00
"Antarctica/South_Pole",13.00
"Antarctica/Syowa",3.00
"Antarctica/Troll",2.00
"Antarctica/Vostok",6.00
"Arctic/Longyearbyen",2.00
"Asia/Aden",3.00
"Asia/Almaty",6.00
"Asia/Amman",2.00
"Asia/Anadyr",12.00
"Asia/Aqtau",5.00
"Asia/Aqtobe",5.00
"Asia/Ashgabat",5.00
"Asia/Ashkhabad",5.00
"Asia/Baghdad",3.00
"Asia/Bahrain",3.00
"Asia/Baku",5.00
"Asia/Bangkok",7.00
"Asia/Beirut",3.00
"Asia/Bishkek",6.00
"Asia/Brunei",8.00
"Asia/Calcutta",5.50
"Asia/Chita",8.00
"Asia/Choibalsan",9.00
"Asia/Chongqing",8.00
"Asia/Chungking",8.00
"Asia/Colombo",5.50
"Asia/Dacca",6.00
"Asia/Damascus",3.00
"Asia/Dhaka",6.00
"Asia/Dili",9.00
"Asia/Dubai",4.00
"Asia/Dushanbe",5.00
"Asia/Gaza",3.00
"Asia/Harbin",8.00
"Asia/Hebron",3.00
"Asia/Ho_Chi_Minh",7.00
"Asia/Hong_Kong",8.00
"Asia/Hovd",8.00
"Asia/Irkutsk",8.00
"Asia/Istanbul",3.00
"Asia/Jakarta",7.00
"Asia/Jayapura",9.00
"Asia/Jerusalem",3.00
"Asia/Kabul",4.50
"Asia/Kamchatka",12.00
"Asia/Karachi",5.00
"Asia/Kashgar",6.00
"Asia/Kathmandu",5.75
"Asia/Katmandu",5.75
"Asia/Khandyga",9.00
"Asia/Kolkata",5.50
"Asia/Krasnoyarsk",7.00
"Asia/Kuala_Lumpur",8.00
"Asia/Kuching",8.00
"Asia/Kuwait",3.00
"Asia/Macao",8.00
"Asia/Macau",8.00
"Asia/Magadan",10.00
"Asia/Makassar",8.00
"Asia/Manila",8.00
"Asia/Muscat",4.00
"Asia/Nicosia",3.00
"Asia/Novokuznetsk",7.00
"Asia/Novosibirsk",6.00
"Asia/Omsk",6.00
"Asia/Oral",5.00
"Asia/Phnom_Penh",7.00
"Asia/Pontianak",7.00
"Asia/Pyongyang",8.50
"Asia/Qatar",3.00
"Asia/Qyzylorda",6.00
"Asia/Rangoon",6.50
"Asia/Riyadh",3.00
"Asia/Saigon",7.00
"Asia/Sakhalin",10.00
"Asia/Samarkand",5.00
"Asia/Seoul",9.00
"Asia/Shanghai",8.00
"Asia/Singapore",8.00
"Asia/Srednekolymsk",11.00
"Asia/Taipei",8.00
"Asia/Tashkent",5.00
"Asia/Tbilisi",4.00
"Asia/Tehran",4.50
"Asia/Tel_Aviv",3.00
"Asia/Thimbu",6.00
"Asia/Thimphu",6.00
"Asia/Tokyo",9.00
"Asia/Ujung_Pandang",8.00
"Asia/Ulaanbaatar",9.00
"Asia/Ulan_Bator",9.00
"Asia/Urumqi",6.00
"Asia/Ust-Nera",10.00
"Asia/Vientiane",7.00
"Asia/Vladivostok",10.00
"Asia/Yakutsk",9.00
"Asia/Yekaterinburg",5.00
"Asia/Yerevan",4.00
"Atlantic/Azores",0.00
"Atlantic/Bermuda",-3.00
"Atlantic/Canary",1.00
"Atlantic/Cape_Verde",-1.00
"Atlantic/Faeroe",1.00
"Atlantic/Faroe",1.00
"Atlantic/Jan_Mayen",2.00
"Atlantic/Madeira",1.00
"Atlantic/Reykjavik",0.00
"Atlantic/South_Georgia",-2.00
"Atlantic/St_Helena",0.00
"Atlantic/Stanley",-3.00
"Australia/ACT",11.00
"Australia/Adelaide",10.50
"Australia/Brisbane",10.00
"Australia/Broken_Hill",10.50
"Australia/Canberra",11.00
"Australia/Currie",11.00
"Australia/Darwin",9.50
"Australia/Eucla",8.75
"Australia/Hobart",11.00
"Australia/LHI",11.00
"Australia/Lindeman",10.00
"Australia/Lord_Howe",11.00
"Australia/Melbourne",11.00
"Australia/NSW",11.00
"Australia/North",9.50
"Australia/Perth",8.00
"Australia/Queensland",10.00
"Australia/South",10.50
"Australia/Sydney",11.00
"Australia/Tasmania",11.00
"Australia/Victoria",11.00
"Australia/West",8.00
"Australia/Yancowinna",10.50
"Brazil/Acre",-5.00
"Brazil/DeNoronha",-2.00
"Brazil/East",-3.00
"Brazil/West",-4.00
"CET",2.00
"CST6CDT",-5.00
"Canada/Atlantic",-3.00
"Canada/Central",-5.00
"Canada/East-Saskatchewan",-6.00
"Canada/Eastern",-4.00
"Canada/Mountain",-6.00
"Canada/Newfoundland",-2.50
"Canada/Pacific",-7.00
"Canada/Saskatchewan",-6.00
"Canada/Yukon",-7.00
"Chile/Continental",-3.00
"Chile/EasterIsland",-5.00
"Cuba",-4.00
"EET",3.00
"EST5EDT",-4.00
"Egypt",2.00
"Eire",1.00
"Etc/GMT",0.00
"Etc/GMT+0",0.00
"Etc/GMT+1",-1.00
"Etc/GMT+10",-10.00
"Etc/GMT+11",-11.00
"Etc/GMT+12",-12.00
"Etc/GMT+2",-2.00
"Etc/GMT+3",-3.00
"Etc/GMT+4",-4.00
"Etc/GMT+5",-5.00
"Etc/GMT+6",-6.00
"Etc/GMT+7",-7.00
"Etc/GMT+8",-8.00
"Etc/GMT+9",-9.00
"Etc/GMT-0",0.00
"Etc/GMT-1",1.00
"Etc/GMT-10",10.00
"Etc/GMT-11",11.00
"Etc/GMT-12",12.00
"Etc/GMT-13",13.00
"Etc/GMT-14",14.00
"Etc/GMT-2",2.00
"Etc/GMT-3",3.00
"Etc/GMT-4",4.00
"Etc/GMT-5",5.00
"Etc/GMT-6",6.00
"Etc/GMT-7",7.00
"Etc/GMT-8",8.00
"Etc/GMT-9",9.00
"Etc/GMT0",0.00
"Etc/Greenwich",0.00
"Etc/UCT",0.00
"Etc/UTC",0.00
"Etc/Universal",0.00
"Etc/Zulu",0.00
"Europe/Amsterdam",2.00
"Europe/Andorra",2.00
"Europe/Athens",3.00
"Europe/Belfast",1.00
"Europe/Belgrade",2.00
"Europe/Berlin",2.00
"Europe/Bratislava",2.00
"Europe/Brussels",2.00
"Europe/Bucharest",3.00
"Europe/Budapest",2.00
"Europe/Busingen",2.00
"Europe/Chisinau",3.00
"Europe/Copenhagen",2.00
"Europe/Dublin",1.00
"Europe/Gibraltar",2.00
"Europe/Guernsey",1.00
"Europe/Helsinki",3.00
"Europe/Isle_of_Man",1.00
"Europe/Istanbul",3.00
"Europe/Jersey",1.00
"Europe/Kaliningrad",2.00
"Europe/Kiev",3.00
"Europe/Lisbon",1.00
"Europe/Ljubljana",2.00
"Europe/London",1.00
"Europe/Luxembourg",2.00
"Europe/Madrid",2.00
"Europe/Malta",2.00
"Europe/Mariehamn",3.00
"Europe/Minsk",3.00
"Europe/Monaco",2.00
"Europe/Moscow",3.00
"Europe/Nicosia",3.00
"Europe/Oslo",2.00
"Europe/Paris",2.00
"Europe/Podgorica",2.00
"Europe/Prague",2.00
"Europe/Riga",3.00
"Europe/Rome",2.00
"Europe/Samara",4.00
"Europe/San_Marino",2.00
"Europe/Sarajevo",2.00
"Europe/Simferopol",3.00
"Europe/Skopje",2.00
"Europe/Sofia",3.00
"Europe/Stockholm",2.00
"Europe/Tallinn",3.00
"Europe/Tirane",2.00
"Europe/Tiraspol",3.00
"Europe/Uzhgorod",3.00
"Europe/Vaduz",2.00
"Europe/Vatican",2.00
"Europe/Vienna",2.00
"Europe/Vilnius",3.00
"Europe/Volgograd",3.00
"Europe/Warsaw",2.00
"Europe/Zagreb",2.00
"Europe/Zaporozhye",3.00
"Europe/Zurich",2.00
"GB",1.00
"GB-Eire",1.00
"GMT",0.00
"GMT0",0.00
"Greenwich",0.00
"Hongkong",8.00
"Iceland",0.00
"Indian/Antananarivo",3.00
"Indian/Chagos",6.00
"Indian/Christmas",7.00
"Indian/Cocos",6.50
"Indian/Comoro",3.00
"Indian/Kerguelen",5.00
"Indian/Mahe",4.00
"Indian/Maldives",5.00
"Indian/Mauritius",4.00
"Indian/Mayotte",3.00
"Indian/Reunion",4.00
"Iran",4.50
"Israel",3.00
"Jamaica",-5.00
"Japan",9.00
"Kwajalein",12.00
"Libya",2.00
"MET",2.00
"MST7MDT",-6.00
"Mexico/BajaNorte",-7.00
"Mexico/BajaSur",-7.00
"Mexico/General",-6.00
"NZ",13.00
"NZ-CHAT",13.75
"Navajo",-6.00
"PRC",8.00
"PST8PDT",-7.00
"Pacific/Apia",14.00
"Pacific/Auckland",13.00
"Pacific/Bougainville",11.00
"Pacific/Chatham",13.75
"Pacific/Chuuk",10.00
"Pacific/Easter",-5.00
"Pacific/Efate",11.00
"Pacific/Enderbury",13.00
"Pacific/Fakaofo",13.00
"Pacific/Fiji",12.00
"Pacific/Funafuti",12.00
"Pacific/Galapagos",-6.00
"Pacific/Gambier",-9.00
"Pacific/Guadalcanal",11.00
"Pacific/Guam",10.00
"Pacific/Honolulu",-10.00
"Pacific/Johnston",-10.00
"Pacific/Kiritimati",14.00
"Pacific/Kosrae",11.00
"Pacific/Kwajalein",12.00
"Pacific/Majuro",12.00
"Pacific/Marquesas",-9.50
"Pacific/Midway",-11.00
"Pacific/Nauru",12.00
"Pacific/Niue",-11.00
"Pacific/Norfolk",11.00
"Pacific/Noumea",11.00
"Pacific/Pago_Pago",-11.00
"Pacific/Palau",9.00
"Pacific/Pitcairn",-8.00
"Pacific/Pohnpei",11.00
"Pacific/Ponape",11.00
"Pacific/Port_Moresby",10.00
"Pacific/Rarotonga",-10.00
"Pacific/Saipan",10.00
"Pacific/Samoa",-11.00
"Pacific/Tahiti",-10.00
"Pacific/Tarawa",12.00
"Pacific/Tongatapu",13.00
"Pacific/Truk",10.00
"Pacific/Wake",12.00
"Pacific/Wallis",12.00
"Pacific/Yap",10.00
"Poland",2.00
"Portugal",1.00
"ROK",9.00
"Singapore",8.00
"SystemV/AST4",-4.00
"SystemV/AST4ADT",-4.00
"SystemV/CST6",-6.00
"SystemV/CST6CDT",-6.00
"SystemV/EST5",-5.00
"SystemV/EST5EDT",-5.00
"SystemV/HST10",-10.00
"SystemV/MST7",-7.00
"SystemV/MST7MDT",-7.00
"SystemV/PST8",-8.00
"SystemV/PST8PDT",-8.00
"SystemV/YST9",-9.00
"SystemV/YST9YDT",-9.00
"Turkey",3.00
"UCT",0.00
"US/Alaska",-8.00
"US/Aleutian",-9.00
"US/Arizona",-7.00
"US/Central",-5.00
"US/East-Indiana",-4.00
"US/Eastern",-4.00
"US/Hawaii",-10.00
"US/Indiana-Starke",-5.00
"US/Michigan",-4.00
"US/Mountain",-6.00
"US/Pacific",-7.00
"US/Pacific-New",-7.00
"US/Samoa",-11.00
"UTC",0.00
"Universal",0.00
"W-SU",3.00
"WET",1.00
"Zulu",0.00
